participant_id,video_id,start_time,end_time,wander_speed,wander_roundness,wander_cycle_rate,blink_temperature,blink_slope,blink_cycle_rate,beep_pitch,beep_slope,beep_cycle_rate,joy_intensity,sadness_intensity,fear_intensity,anger_intensity,disgust_intensity,surprise_intensity,pleasure,arousal,dominance,appraisal
5588b2bffdf99b7a7714efd1,22,2024-05-08 22:59:00,2024-05-08 23:40:00,62.77511466294527,0.6889105215668678,3.862264185678214,0.5044962093234062,0.0,4.403771596495062,123.81651904433966,0.0,4.828254379332066,2.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,"The robot is slightly bored and grumpy, but is performing it's duties in a calm manner, despite grumbling"
5588b2bffdf99b7a7714efd1,43,2024-05-08 22:59:00,2024-05-08 23:40:00,61.11097026616335,0.3529803780838847,4.637821841053665,0.9296413194388152,0.0,3.7383904214948416,773.537893500179,0.0,2.141802347265184,0.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,"The robot is confused and unsure, but not particularly afraid."
5588b2bffdf99b7a7714efd1,50,2024-05-08 22:59:00,2024-05-08 23:40:00,46.01727169007063,0.530402815900743,3.4254967449232936,0.9436384858563542,1.0,2.5114752342924476,598.384259454906,1.0,5.231851150747389,3.0,0.0,2.0,0.0,0.0,4.0,6.0,7.0,6.0,The robot is alert and curious about its surroundings. 
5588b2bffdf99b7a7714efd1,84,2024-05-08 22:59:00,2024-05-08 23:40:00,78.65984240546823,0.963505676947534,4.025685891509056,0.9316256856545806,0.0,0.6469827094115317,689.6812655963004,0.0,1.4519510441459715,0.0,1.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,"The robot is feeling moderately angry and negative about something, making ominous sounds"
5588b2bffdf99b7a7714efd1,125,2024-05-08 22:59:00,2024-05-08 23:40:00,74.9463121406734,0.4982988862320781,3.467634344473481,0.3307187734171748,-1.0,5.915386843495071,764.6800155751407,0.0,5.884795111138374,0.0,3.0,4.0,3.0,2.0,4.0,1.0,7.0,4.0,"The robot is anxious, worried, and unsure about something."
5588b2bffdf99b7a7714efd1,133,2024-05-08 22:59:00,2024-05-08 23:40:00,69.99779443256557,0.1568236602470278,1.0916862380690873,0.6102030426263809,0.0,1.9232198493555188,838.2289343513548,1.0,3.126946301665157,0.0,3.0,4.0,3.0,1.0,5.0,1.0,8.0,3.0,"The robot is alarmed and panicking. It is confused, and unsure of what to do."
5588b2bffdf99b7a7714efd1,161,2024-05-08 22:59:00,2024-05-08 23:40:00,90.98537269048391,0.1238032765686512,0.8409762065857649,0.9238686012104154,1.0,4.156161007005721,419.82999006286263,0.0,2.8860559053719044,1.0,3.0,4.0,4.0,3.0,3.0,2.0,7.0,6.0,"The robot is in a bad mood, feeling grumpy and a bit angry"
5588b2bffdf99b7a7714efd1,310,2024-05-08 22:59:00,2024-05-08 23:40:00,63.85600223205984,0.5722044697031379,3.4027230525389314,0.1469763508066535,0.0,2.7271162047982216,753.6979496479034,0.0,0.833807046059519,0.0,5.0,2.0,0.0,1.0,0.0,1.0,5.0,3.0,"The robot is sad, singing a sad song to itself and wandering."
5588b2bffdf99b7a7714efd1,507,2024-05-08 22:59:00,2024-05-08 23:40:00,57.58000993169844,0.4508800581097603,3.560019998811186,0.920670329593122,0.0,4.183811780530959,298.26700864359736,-1.0,4.108894458971918,4.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,The robot is humming a rhythm/tune and enjoying itself.
5588b2bffdf99b7a7714efd1,510,2024-05-08 22:59:00,2024-05-08 23:40:00,52.81461192294955,0.8851720159873366,5.455919086933136,0.7822720222175121,0.0,4.9350083456374705,766.8682496994734,0.0,3.1164349135942757,4.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,5.0,"The robot is happy and alert, curious about its surroundings"
55898937fdf99b7ae47f5c7f,3,2024-05-03 16:49:00,2024-05-03 17:04:00,52.93538528494537,0.2600462958216667,3.3871067445725203,0.4564508432522416,1.0,0.7035024049691856,215.86174834519625,1.0,1.976168515626341,3.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,3.0,"the robot seems to be happy, like it enjoys exploring its surroundings"
55898937fdf99b7ae47f5c7f,13,2024-05-03 16:49:00,2024-05-03 17:04:00,82.01696163974702,0.1850015092641115,3.6905610943213105,0.7636170377954841,1.0,3.916972383856774,420.6438728608191,-1.0,4.745505576953292,0.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,4.0,it seems like the robot doesn't know what it is supposed to be doing
55898937fdf99b7ae47f5c7f,34,2024-05-03 16:49:00,2024-05-03 17:04:00,41.24237701296806,0.8942897841334343,5.8919010064564645,0.1547681977972388,0.0,3.3453545961529016,262.5318725593388,-1.0,3.5895241596736014,0.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,"the robot seems to be unhappy, like it is frustrated when it can't go any further"
55898937fdf99b7ae47f5c7f,60,2024-05-03 16:49:00,2024-05-03 17:04:00,71.30732007324696,0.601536032743752,0.7658163453452289,0.773238118737936,0.0,5.611038713250309,740.9106053411961,1.0,5.5930436928756535,1.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,the robot seems curious like it is exploring its surroundings
55898937fdf99b7ae47f5c7f,146,2024-05-03 16:49:00,2024-05-03 17:04:00,44.433698868379,0.5956902699545026,1.9147453694604335,0.2187103228643536,-1.0,1.1732596936635673,635.8424860052764,0.0,2.8041351749561727,0.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,"the robot seems sad, it isn't paying attention to its surroundings"
55898937fdf99b7ae47f5c7f,204,2024-05-03 16:49:00,2024-05-03 17:04:00,68.83543269708753,0.5738793918862939,2.429377411492169,0.4032220337539911,0.0,0.5472196997143328,601.1401789262891,0.0,4.63338247872889,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,the robot seems to be unhappy with its surroundings
55898937fdf99b7ae47f5c7f,246,2024-05-03 16:49:00,2024-05-03 17:04:00,64.25393702462316,0.8455147547647357,4.52175911469385,0.9604703150689602,1.0,3.32957781245932,655.3597441874444,-1.0,4.451319505926222,0.0,1.0,1.0,4.0,3.0,0.0,5.0,7.0,4.0,the robot seems angry like it wants to go further but isn't allowed
55898937fdf99b7ae47f5c7f,264,2024-05-03 16:49:00,2024-05-03 17:04:00,93.43184910714626,0.9676986942067742,1.6878547836095097,0.3707465631887316,1.0,3.636662579141557,771.1417362093925,1.0,2.682392963208258,2.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,4.0,"the robot seems to be enjoying itself, like it is happy to explore"
55898937fdf99b7ae47f5c7f,381,2024-05-03 16:49:00,2024-05-03 17:04:00,75.24843991734087,0.1009996337816119,0.9194443705491722,0.0131644513458013,1.0,5.316589787602425,808.1465043127537,-1.0,3.787992598488927,0.0,1.0,0.0,2.0,0.0,0.0,3.0,5.0,6.0,"the robot seems to be confused, like it is trying to go somewhere and can't"
55898937fdf99b7ae47f5c7f,393,2024-05-03 16:49:00,2024-05-03 17:04:00,98.96273552440108,0.3797074621543288,4.979760323185474,0.134047201834619,0.0,1.3984543047845364,725.4129751585424,0.0,0.5960900625213981,1.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,6.0,the robot seems to be surprised that it can't move past the boundary
566feba6b937e400052d33b2,6,2024-05-08 21:21:00,2024-05-08 21:44:00,57.43161551654339,0.8257469451054931,5.626986068673432,0.3404846284538507,1.0,2.828691767062992,680.9335527010262,0.0,3.819946420378983,3.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,the way it moved and the noises it made contributed to the emotion.
566feba6b937e400052d33b2,112,2024-05-08 21:21:00,2024-05-08 21:44:00,82.50638385303319,0.994729015044868,0.6432721801102161,0.1350644873455166,-1.0,2.711719550192356,871.4156927540898,1.0,4.785848326515406,0.0,3.0,3.0,3.0,0.0,3.0,1.0,8.0,6.0,the way it moves causes anger in it
566feba6b937e400052d33b2,139,2024-05-08 21:21:00,2024-05-08 21:44:00,64.89327459596097,0.273128435947001,0.702294388320297,0.1702245380729437,0.0,5.061163750011474,698.4858186915517,-1.0,5.901570553891361,3.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,I feel  the way it moves is joyful and reflects as such
566feba6b937e400052d33b2,253,2024-05-08 21:21:00,2024-05-08 21:44:00,75.71107880212367,0.1417810451239347,4.648082959931344,0.3816989744082093,1.0,2.924757309257984,451.3817551545799,0.0,5.5050923195667565,0.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,the sounds it makes reflects its emotion which is sadness.
566feba6b937e400052d33b2,303,2024-05-08 21:21:00,2024-05-08 21:44:00,43.2679835613817,0.312247003428638,4.961378791369498,0.2258080504834652,1.0,4.210333374328911,590.9570441581309,-1.0,3.934615073725581,3.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,Possibly moving around in a happy motion which makes it feel joy.
566feba6b937e400052d33b2,410,2024-05-08 21:21:00,2024-05-08 21:44:00,37.351901633664966,0.6351040536537766,1.1073246281594038,0.040511910803616,0.0,2.2737707388587296,747.7131970226765,1.0,4.04737550066784,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,the way it moves makes it feel joy
566feba6b937e400052d33b2,446,2024-05-08 21:21:00,2024-05-08 21:44:00,53.9729246776551,0.5820641424506903,0.6732215178199112,0.4801348596811294,-1.0,4.509224710054696,280.07228821516037,0.0,4.288624691776931,5.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,4.0,the lights flashing and the way it moves
566feba6b937e400052d33b2,460,2024-05-08 21:21:00,2024-05-08 21:44:00,69.13168323226273,0.955602296628058,4.633848784957081,0.1906555732712149,0.0,1.145694154780358,982.29528227821,1.0,4.018917907495052,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,I feel the speed it moves reflects the emotions felt.
566feba6b937e400052d33b2,468,2024-05-08 21:21:00,2024-05-08 21:44:00,79.11871993914247,0.7938319016247988,3.046922728419304,0.5491751208901405,0.0,3.727636980358511,146.20043504983187,1.0,2.5130901746451855,2.0,0.0,2.0,0.0,0.0,3.0,3.0,5.0,1.0,the lights flashing and the noise it makes are factors in its emotion
566feba6b937e400052d33b2,479,2024-05-08 21:21:00,2024-05-08 21:44:00,41.367003777995706,0.2694231336936354,3.813521075528115,0.605559328570962,1.0,1.9479385511949656,730.6171144358814,0.0,4.339043487329036,5.0,0.0,0.0,0.0,0.0,2.0,9.0,8.0,5.0,the way the lights flashed and the noise contributed to the emotion.
5696b105eaa915000b8bd77c,28,2024-05-08 20:34:00,2024-05-08 20:54:00,72.11789019405842,0.8655141610652208,3.56417832756415,0.2129397671669721,0.0,1.26809489633888,539.5370555110276,0.0,2.05455330433324,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,"The robot seemed bored, like it was doing a monotonous chore and singing itself a song to keep itself occupied. "
5696b105eaa915000b8bd77c,59,2024-05-08 20:34:00,2024-05-08 20:54:00,56.87407188117504,0.2241932414472103,4.32993029570207,0.2341356836259365,-1.0,2.2062714947387576,199.94157887995243,0.0,1.1789186131209135,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,"The robot seemed like it was searching for something, like it lost it's car keys and it's annoyed because it's going to be late for work."
5696b105eaa915000b8bd77c,158,2024-05-08 20:34:00,2024-05-08 20:54:00,55.053878873586655,0.7154184887185693,0.917961098253727,0.8688436960801482,1.0,2.7456296659074724,592.3921978101134,0.0,3.049569412600249,0.0,4.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,The robot seemed to stagger around like it was drunk and sad about something.
